date,pluie,delta,skylight,gt_48hr
2015-03-02 10:23:16.000,0,0 days 00:05:01,DAY,False
2015-03-02 10:28:18.000,0,0 days 00:05:02,DAY,False
2015-03-02 10:33:19.000,0,0 days 00:05:01,DAY,False
2015-03-02 10:38:20.000,0,0 days 00:05:01,DAY,False
2015-03-02 10:43:21.000,0,0 days 00:05:01,DAY,False
2015-03-02 10:48:22.000,0,0 days 00:05:01,DAY,False
2015-03-02 10:53:22.000,0,0 days 00:05:00,DAY,False
2015-03-02 10:58:22.000,0,0 days 00:05:00,DAY,False
2015-03-02 11:03:23.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:08:24.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:13:25.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:18:25.000,0,0 days 00:05:00,DAY,False
2015-03-02 11:23:26.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:28:26.000,0,0 days 00:05:00,DAY,False
2015-03-02 11:33:27.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:38:28.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:43:29.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:48:31.000,0,0 days 00:05:02,DAY,False
2015-03-02 11:53:32.000,0,0 days 00:05:01,DAY,False
2015-03-02 11:58:33.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:03:34.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:08:35.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:13:37.000,0,0 days 00:05:02,DAY,False
2015-03-02 12:18:38.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:23:39.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:28:41.000,0,0 days 00:05:02,DAY,False
2015-03-02 12:33:42.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:38:43.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:43:45.000,0,0 days 00:05:02,DAY,False
2015-03-02 12:48:46.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:53:47.000,0,0 days 00:05:01,DAY,False
2015-03-02 12:58:48.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:03:50.000,0,0 days 00:05:02,DAY,False
2015-03-02 13:08:51.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:13:52.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:18:53.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:23:54.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:28:56.000,0,0 days 00:05:02,DAY,False
2015-03-02 13:33:57.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:38:58.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:43:59.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:49:00.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:54:01.000,0,0 days 00:05:01,DAY,False
2015-03-02 13:59:02.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:04:03.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:09:04.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:14:05.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:19:07.000,0,0 days 00:05:02,DAY,False
2015-03-02 14:24:08.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:29:09.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:34:10.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:39:11.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:44:12.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:49:13.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:54:14.000,0,0 days 00:05:01,DAY,False
2015-03-02 14:59:15.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:04:16.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:09:17.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:14:19.000,0,0 days 00:05:02,DAY,False
2015-03-02 15:19:20.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:24:21.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:29:22.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:34:23.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:39:24.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:44:25.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:49:26.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:54:27.000,0,0 days 00:05:01,DAY,False
2015-03-02 15:59:28.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:04:29.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:09:30.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:14:32.000,0,0 days 00:05:02,DAY,False
2015-03-02 16:19:33.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:24:34.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:29:35.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:34:37.000,0,0 days 00:05:02,DAY,False
2015-03-02 16:39:38.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:44:38.000,0,0 days 00:05:00,DAY,False
2015-03-02 16:49:40.000,0,0 days 00:05:02,DAY,False
2015-03-02 16:54:41.000,0,0 days 00:05:01,DAY,False
2015-03-02 16:59:42.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:04:44.000,0,0 days 00:05:02,DAY,False
2015-03-02 17:09:45.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:14:46.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:19:48.000,0,0 days 00:05:02,DAY,False
2015-03-02 17:24:49.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:29:50.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:34:50.000,0,0 days 00:05:00,DAY,False
2015-03-02 17:39:51.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:44:53.000,0,0 days 00:05:02,DAY,False
2015-03-02 17:49:54.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:54:55.000,0,0 days 00:05:01,DAY,False
2015-03-02 17:59:56.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:04:57.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:09:58.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:14:59.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:20:00.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:25:02.000,0,0 days 00:05:02,DAY,False
2015-03-02 18:30:03.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:35:04.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:40:05.000,0,0 days 00:05:01,DAY,False
2015-03-02 18:45:05.000,0,0 days 00:05:00,DAY,False
2015-03-02 18:50:05.000,0,0 days 00:05:00,DAY,False
2015-03-02 18:55:07.000,0,0 days 00:05:02,DAY,False
2015-03-02 19:00:08.000,0,0 days 00:05:01,DAY,False
2015-03-02 19:05:09.000,0,0 days 00:05:01,DAY,False
2015-03-02 19:10:11.000,0,0 days 00:05:02,DAY,False
2015-03-02 19:15:12.000,0,0 days 00:05:01,DAY,False
2015-03-02 19:20:13.000,0,0 days 00:05:01,DAY,False
2015-03-02 19:25:15.000,0,0 days 00:05:02,DAY,False
2015-03-02 19:30:17.000,0,0 days 00:05:02,DAY,False
2015-03-02 19:35:17.000,0,0 days 00:05:00,DAY,False
2015-03-02 19:40:19.000,0,0 days 00:05:02,DAY,False
2015-03-02 19:45:19.000,0,0 days 00:05:00,DAY,False
2015-03-02 19:50:21.000,0,0 days 00:05:02,DAY,False
2015-03-02 19:55:22.000,0,0 days 00:05:01,DAY,False
2015-03-02 20:00:23.000,0,0 days 00:05:01,DAY,False
2015-03-02 20:05:23.000,0,0 days 00:05:00,DAY,False
2015-03-02 20:10:24.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 20:15:25.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 20:20:26.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 20:25:28.000,0,0 days 00:05:02,NIGHT,False
2015-03-02 20:30:29.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 20:35:30.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 20:40:30.000,0,0 days 00:05:00,NIGHT,False
2015-03-02 20:45:32.000,0,0 days 00:05:02,NIGHT,False
2015-03-02 20:50:34.000,0,0 days 00:05:02,NIGHT,False
2015-03-02 20:55:35.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 21:00:36.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 21:05:37.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 21:10:38.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 21:15:38.000,0,0 days 00:05:00,NIGHT,False
2015-03-02 21:20:40.000,0,0 days 00:05:02,NIGHT,False
2015-03-02 21:25:40.000,0,0 days 00:05:00,NIGHT,False
2015-03-02 21:30:41.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 21:35:41.000,0,0 days 00:05:00,NIGHT,False
2015-03-02 21:40:43.000,0,0 days 00:05:02,NIGHT,False
2015-03-02 21:45:43.000,0,0 days 00:05:00,NIGHT,False
2015-03-02 21:50:45.000,0,0 days 00:05:02,NIGHT,False
2015-03-02 21:55:46.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:00:47.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:05:49.000,0,0 days 00:05:02,NIGHT,False
2015-03-02 22:10:50.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:15:51.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:20:52.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:25:53.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:30:54.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:35:55.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:40:55.000,0,0 days 00:05:00,NIGHT,False
2015-03-02 22:45:56.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:50:57.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 22:55:58.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:00:59.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:06:00.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:11:01.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:16:02.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:21:03.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:26:04.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:31:05.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:36:06.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:41:07.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:46:08.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:51:09.000,0,0 days 00:05:01,NIGHT,False
2015-03-02 23:56:10.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:01:11.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:06:11.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 00:11:12.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:16:14.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 00:21:14.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 00:26:15.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:31:16.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:36:17.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:41:19.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 00:46:20.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:51:21.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 00:56:22.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:01:24.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 01:06:25.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:11:26.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:16:26.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 01:21:27.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:26:28.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:31:28.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 01:36:29.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:41:30.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:46:31.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:51:32.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 01:56:33.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:01:34.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:06:35.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:11:36.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:16:37.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:21:37.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 02:26:38.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:31:39.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:36:40.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:41:41.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:46:42.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 02:51:42.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 02:56:43.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:01:44.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:06:45.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:11:46.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:16:47.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:21:47.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 03:26:48.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:31:49.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:36:50.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:41:51.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:46:53.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 03:51:54.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 03:56:56.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 04:01:57.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:06:59.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 04:12:00.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:17:01.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:22:02.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:27:02.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 04:32:03.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:37:04.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:42:05.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:47:06.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:52:07.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 04:57:08.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:02:09.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:07:10.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:12:10.000,0,0 days 00:05:00,DAY,False
2015-03-03 05:17:12.000,0,0 days 00:05:02,DAY,False
2015-03-03 05:22:13.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:27:13.000,0,0 days 00:05:00,DAY,False
2015-03-03 05:32:14.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:37:15.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:42:16.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:47:17.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:52:18.000,0,0 days 00:05:01,DAY,False
2015-03-03 05:57:19.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:02:20.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:07:21.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:12:22.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:17:23.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:22:24.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:27:25.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:32:26.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:37:27.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:42:28.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:47:29.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:52:30.000,0,0 days 00:05:01,DAY,False
2015-03-03 06:57:31.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:02:32.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:07:33.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:12:34.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:17:35.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:22:36.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:27:38.000,0,0 days 00:05:02,DAY,False
2015-03-03 07:32:38.000,0,0 days 00:05:00,DAY,False
2015-03-03 07:37:40.000,0,0 days 00:05:02,DAY,False
2015-03-03 07:42:41.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:47:42.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:52:43.000,0,0 days 00:05:01,DAY,False
2015-03-03 07:57:44.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:02:45.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:07:46.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:12:47.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:17:48.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:22:49.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:27:51.000,0,0 days 00:05:02,DAY,False
2015-03-03 08:32:52.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:37:54.000,0,0 days 00:05:02,DAY,False
2015-03-03 08:42:55.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:47:57.000,0,0 days 00:05:02,DAY,False
2015-03-03 08:52:58.000,0,0 days 00:05:01,DAY,False
2015-03-03 08:57:59.000,0,0 days 00:05:01,DAY,False
2015-03-03 09:02:59.000,0,0 days 00:05:00,DAY,False
2015-03-03 09:15:18.000,0,0 days 00:12:19,DAY,False
2015-03-03 09:20:19.000,0,0 days 00:05:01,DAY,False
2015-03-03 09:25:19.000,0,0 days 00:05:00,DAY,False
2015-03-03 09:30:20.000,0,0 days 00:05:01,DAY,False
2015-03-03 09:35:21.000,0,0 days 00:05:01,DAY,False
2015-03-03 09:40:22.000,0,0 days 00:05:01,DAY,False
2015-03-03 09:45:24.000,0,0 days 00:05:02,DAY,False
2015-03-03 09:50:25.000,0,0 days 00:05:01,DAY,False
2015-03-03 09:55:26.000,0,0 days 00:05:01,DAY,False
2015-03-03 10:00:27.000,0,0 days 00:05:01,DAY,False
2015-03-03 10:05:29.000,0,0 days 00:05:02,DAY,False
2015-03-03 10:10:29.000,0,0 days 00:05:00,DAY,False
2015-03-03 10:15:30.000,0,0 days 00:05:01,DAY,False
2015-03-03 10:20:31.000,0,0 days 00:05:01,DAY,False
2015-03-03 10:25:32.000,0,0 days 00:05:01,DAY,False
2015-03-03 10:30:32.000,0,0 days 00:05:00,DAY,False
2015-03-03 10:35:33.000,0,0 days 00:05:01,DAY,False
2015-03-03 10:40:34.000,0,0 days 00:05:01,DAY,False
2015-03-03 10:45:36.000,0,0 days 00:05:02,DAY,False
2015-03-03 10:50:48.000,0,0 days 00:05:12,DAY,False
2015-03-03 10:55:48.000,0,0 days 00:05:00,DAY,False
2015-03-03 11:00:49.000,0,0 days 00:05:01,DAY,False
2015-03-03 11:05:49.000,0,0 days 00:05:00,DAY,False
2015-03-03 11:10:51.000,0,0 days 00:05:02,DAY,False
2015-03-03 11:15:51.000,0,0 days 00:05:00,DAY,False
2015-03-03 11:20:53.000,0,0 days 00:05:02,DAY,False
2015-03-03 11:25:53.000,0,0 days 00:05:00,DAY,False
2015-03-03 11:30:55.000,0,0 days 00:05:02,DAY,False
2015-03-03 11:35:55.000,0,0 days 00:05:00,DAY,False
2015-03-03 11:40:56.000,0,0 days 00:05:01,DAY,False
2015-03-03 11:45:58.000,0,0 days 00:05:02,DAY,False
2015-03-03 11:51:02.000,0,0 days 00:05:04,DAY,False
2015-03-03 11:56:03.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:01:05.000,0,0 days 00:05:02,DAY,False
2015-03-03 12:06:05.000,0,0 days 00:05:00,DAY,False
2015-03-03 12:11:06.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:16:07.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:21:08.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:26:09.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:31:09.000,0,0 days 00:05:00,DAY,False
2015-03-03 12:36:10.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:41:11.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:46:12.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:51:13.000,0,0 days 00:05:01,DAY,False
2015-03-03 12:56:14.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:01:14.000,0,0 days 00:05:00,DAY,False
2015-03-03 13:06:15.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:11:16.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:16:17.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:21:18.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:26:19.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:31:20.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:36:21.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:41:22.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:46:23.000,0,0 days 00:05:01,DAY,False
2015-03-03 13:51:23.000,0,0 days 00:05:00,DAY,False
2015-03-03 13:56:24.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:01:25.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:06:26.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:11:26.000,0,0 days 00:05:00,DAY,False
2015-03-03 14:16:27.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:21:28.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:26:29.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:31:29.000,0,0 days 00:05:00,DAY,False
2015-03-03 14:36:31.000,0,0 days 00:05:02,DAY,False
2015-03-03 14:41:32.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:46:33.000,0,0 days 00:05:01,DAY,False
2015-03-03 14:51:33.000,0,0 days 00:05:00,DAY,False
2015-03-03 14:56:35.000,0,0 days 00:05:02,DAY,False
2015-03-03 15:01:36.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:06:37.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:11:38.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:16:39.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:21:41.000,0,0 days 00:05:02,DAY,False
2015-03-03 15:26:42.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:31:43.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:36:44.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:41:45.000,0,0 days 00:05:01,DAY,False
2015-03-03 15:46:45.000,0,0 days 00:05:00,DAY,False
2015-03-03 15:51:47.000,0,0 days 00:05:02,DAY,False
2015-03-03 15:56:48.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:01:49.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:06:51.000,0,0 days 00:05:02,DAY,False
2015-03-03 16:11:51.000,0,0 days 00:05:00,DAY,False
2015-03-03 16:16:52.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:21:53.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:26:54.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:31:55.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:36:56.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:41:57.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:46:58.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:51:59.000,0,0 days 00:05:01,DAY,False
2015-03-03 16:57:01.000,0,0 days 00:05:02,DAY,False
2015-03-03 17:02:02.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:07:03.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:12:04.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:17:05.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:22:06.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:27:08.000,0,0 days 00:05:02,DAY,False
2015-03-03 17:32:09.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:37:10.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:42:11.000,0,0 days 00:05:01,DAY,False
2015-03-03 17:47:13.000,0,0 days 00:05:02,DAY,False
2015-03-03 17:52:15.000,0,0 days 00:05:02,DAY,False
2015-03-03 17:57:15.000,0,0 days 00:05:00,DAY,False
2015-03-03 18:02:17.000,0,0 days 00:05:02,DAY,False
2015-03-03 18:07:18.000,0,0 days 00:05:01,DAY,False
2015-03-03 18:12:19.000,0,0 days 00:05:01,DAY,False
2015-03-03 18:17:21.000,0,0 days 00:05:02,DAY,False
2015-03-03 18:22:22.000,0,0 days 00:05:01,DAY,False
2015-03-03 18:27:23.000,0,0 days 00:05:01,DAY,False
2015-03-03 18:32:25.000,0,0 days 00:05:02,DAY,False
2015-03-03 18:37:25.000,0,0 days 00:05:00,DAY,False
2015-03-03 18:42:26.000,0,0 days 00:05:01,DAY,False
2015-03-03 18:47:27.000,0,0 days 00:05:01,DAY,False
2015-03-03 18:52:29.000,0,0 days 00:05:02,DAY,False
2015-03-03 18:57:30.000,0,0 days 00:05:01,DAY,False
2015-03-03 19:02:30.000,0,0 days 00:05:00,DAY,False
2015-03-03 19:07:31.000,0,0 days 00:05:01,DAY,False
2015-03-03 19:12:31.000,0,0 days 00:05:00,DAY,False
2015-03-03 19:17:32.000,0,0 days 00:05:01,DAY,False
2015-03-03 19:22:33.000,0,0 days 00:05:01,DAY,False
2015-03-03 19:27:33.000,0,0 days 00:05:00,DAY,False
2015-03-03 19:32:34.000,0,0 days 00:05:01,DAY,False
2015-03-03 19:37:36.000,0,0 days 00:05:02,DAY,False
2015-03-03 19:42:36.000,0,0 days 00:05:00,DAY,False
2015-03-03 19:47:37.000,0,0 days 00:05:01,DAY,False
2015-03-03 19:52:37.000,0,0 days 00:05:00,DAY,False
2015-03-03 19:57:39.000,0,0 days 00:05:02,DAY,False
2015-03-03 20:02:40.000,0,0 days 00:05:01,DAY,False
2015-03-03 20:07:41.000,0,0 days 00:05:01,DAY,False
2015-03-03 20:12:42.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 20:17:44.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 20:22:45.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 20:27:45.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 20:32:46.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 20:37:46.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 20:42:46.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 20:47:47.000,0,0 days 00:05:01,NIGHT,False
2015-03-03 20:52:47.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 20:57:49.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 21:02:49.000,0,0 days 00:05:00,NIGHT,False
2015-03-03 21:07:51.000,0,0 days 00:05:02,NIGHT,False
2015-03-03 21:12:52.000,0,0 days 00:05:01,NIGHT,False
