idmeteo,idtelescope,date,tempext,tempint,pression,humidext,humidint,pluie,vent,dirvent,skytemperature,dwn,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
124556,3,2015-03-03 21:12:52,18.1,18.1,1013.2,72.5,72.5,0,1.4,287,-23.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124557,3,2015-03-03 21:17:53,18.1,18.1,1013.2,72.7,72.7,0,1.8,247,-23.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124558,3,2015-03-03 21:22:54,18.0,18.0,1013.3,72.9,72.9,0,1.4,338,-23.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124559,3,2015-03-03 21:27:55,18.0,18.0,1013.3,72.9,72.9,0,1.8,307,-22.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124560,3,2015-03-03 21:32:56,18.0,18.0,1013.4,73.2,73.2,0,2.1,265,-22.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124561,3,2015-03-03 21:37:57,18.0,18.0,1013.4,73.1,73.1,0,2.4,303,-23.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124562,3,2015-03-03 21:42:58,18.0,18.0,1013.5,73.2,73.2,0,1.3,283,-22.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124563,3,2015-03-03 21:47:59,17.9,17.9,1013.5,73.4,73.4,0,3.0,259,-24.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124564,3,2015-03-03 21:53:00,17.8,17.8,1013.4,73.7,73.7,0,3.6,294,-23.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124565,3,2015-03-03 21:58:01,17.8,17.8,1013.5,73.8,73.8,0,1.2,285,-23.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124566,3,2015-03-03 22:03:03,17.8,17.8,1013.5,74.0,74.0,0,2.0,282,-22.0,2,0,0,1,0,0,0,0,0,0,0,0,0
124567,3,2015-03-03 22:08:03,17.7,17.7,1013.6,74.4,74.4,0,1.3,267,-22.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124568,3,2015-03-03 22:13:05,17.7,17.7,1013.6,74.4,74.4,0,1.5,274,-22.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124569,3,2015-03-03 22:18:05,17.7,17.7,1013.7,74.4,74.4,0,3.8,277,-23.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124570,3,2015-03-03 22:23:07,17.7,17.7,1013.8,74.3,74.3,0,1.6,276,-22.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124571,3,2015-03-03 22:28:08,17.7,17.7,1013.9,74.3,74.3,0,2.7,303,-23.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124572,3,2015-03-03 22:33:09,17.8,17.8,1014.0,74.0,74.0,0,2.3,292,-23.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124573,3,2015-03-03 22:38:10,17.9,17.9,1014.1,73.7,73.7,0,3.1,290,-23.1,2,0,0,1,0,0,0,0,0,0,0,0,0
124574,3,2015-03-03 22:43:11,18.0,18.0,1014.2,73.2,73.2,0,2.1,295,-22.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124575,3,2015-03-03 22:48:13,18.1,18.1,1014.3,72.8,72.8,0,2.5,242,-23.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124576,3,2015-03-03 22:53:13,18.3,18.3,1014.4,72.7,72.7,0,0.2,298,-21.8,2,0,0,1,0,0,0,0,0,0,0,0,0
124577,3,2015-03-03 22:58:14,18.4,18.4,1014.5,71.9,71.9,0,1.5,258,-22.4,2,0,0,1,0,0,0,0,0,0,0,0,0
124578,3,2015-03-03 23:03:15,18.5,18.5,1014.5,71.4,71.4,0,2.2,354,-23.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124579,3,2015-03-03 23:08:16,18.7,18.7,1014.6,71.0,71.0,0,1.5,285,-23.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124580,3,2015-03-03 23:13:18,18.9,18.9,1014.6,70.1,70.1,0,2.1,271,-22.9,2,0,0,1,0,0,0,0,0,0,0,0,0
124581,3,2015-03-03 23:18:19,18.9,18.9,1014.6,70.0,70.0,0,1.1,296,-22.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124582,3,2015-03-03 23:23:20,19.1,19.1,1014.7,68.9,68.9,0,3.8,294,-23.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124583,3,2015-03-03 23:28:21,19.3,19.3,1014.7,68.7,68.7,0,1.9,268,-22.7,2,0,0,1,0,0,0,0,0,0,0,0,0
124584,3,2015-03-03 23:33:22,19.4,19.4,1014.8,68.2,68.2,0,0.9,265,-22.6,2,0,0,1,0,0,0,0,0,0,0,0,0
124585,3,2015-03-03 23:38:23,19.5,19.5,1014.7,67.9,67.9,0,1.8,246,-23.4,2,0,0,1,0,0,0,0,0,0,0,0,0
124586,3,2015-03-03 23:43:24,19.8,19.8,1014.7,67.0,67.0,0,2.3,291,-22.5,2,0,0,1,0,0,0,0,0,0,0,0,0
124587,3,2015-03-03 23:48:25,19.9,19.9,1014.8,66.6,66.6,0,1.0,256,-23.2,2,0,0,1,0,0,0,0,0,0,0,0,0
124588,3,2015-03-03 23:53:27,20.0,20.0,1014.8,65.6,65.6,0,1.2,303,-21.3,2,0,0,1,0,0,0,0,0,0,0,0,0
124589,3,2015-03-03 23:58:28,20.1,20.1,1014.9,65.4,65.4,0,0.8,210,-20.7,2,0,0,1,0,0,0,0,0,0,0,0,0
